nummer,namn,naringsnamn,gruppering,mangd,enhet
55,Mimosasallad,"Magnesium, Mg",Majonnässallad röror,7.0,mg
55,Mimosasallad,Summa mättade fettsyror,Majonnässallad röror,3.2,g
55,Mimosasallad,"Kolhydrater, tillgängliga",Majonnässallad röror,9.1,g
55,Mimosasallad,Kolesterol,Majonnässallad röror,17.5,mg
55,Mimosasallad,"Kalium, K",Majonnässallad röror,131.0,mg
55,Mimosasallad,"Jod, I",Majonnässallad röror,22.4,µg
55,Mimosasallad,Fullkorn totalt,Majonnässallad röror,0.0,g
55,Mimosasallad,"Folat, totalt",Majonnässallad röror,13.1,µg
55,Mimosasallad,Fibrer,Majonnässallad röror,1.4,g
55,Mimosasallad,"Fett, totalt",Majonnässallad röror,11.7,g
55,Mimosasallad,"Järn, Fe",Majonnässallad röror,0.2,mg
55,Mimosasallad,Energi (kJ),Majonnässallad röror,613.0,kJ
55,Mimosasallad,Energi (kcal),Majonnässallad röror,147.0,kcal
55,Mimosasallad,Disackarider,Majonnässallad röror,3.4,g
55,Mimosasallad,"Kalcium, Ca",Majonnässallad röror,19.0,mg
55,Mimosasallad,Fettsyra 4:0-10:0,Majonnässallad röror,0.3,g
55,Mimosasallad,DHA (C22:6),Majonnässallad röror,0.0,g
55,Mimosasallad,DPA (C22:5),Majonnässallad röror,0.0,g
55,Mimosasallad,EPA (C20:5),Majonnässallad röror,0.0,g
55,Mimosasallad,Arakidonsyra C20:4,Majonnässallad röror,0.0,g
55,Mimosasallad,Arakidinsyra C20:0,Majonnässallad röror,0.0,g
55,Mimosasallad,Linolensyra C18:3,Majonnässallad röror,0.4,g
55,Mimosasallad,Linolsyra C18:2,Majonnässallad röror,1.2,g
55,Mimosasallad,Oljesyra C18:1,Majonnässallad röror,5.8,g
55,Mimosasallad,Stearinsyra C18:0,Majonnässallad röror,0.6,g
55,Mimosasallad,Palmitoljesyra C16:1,Majonnässallad röror,0.1,g
55,Mimosasallad,Palmitinsyra C16:0,Majonnässallad röror,1.8,g
55,Mimosasallad,Myristinsyra C14:0,Majonnässallad röror,0.4,g
55,Mimosasallad,Laurinsyra C12:0,Majonnässallad röror,0.1,g
55,Mimosasallad,Betakaroten/β-Karoten,Majonnässallad röror,60.0,µg
55,Mimosasallad,Avfall (skal etc.),Majonnässallad röror,13.0,%
55,Mimosasallad,Aska,Majonnässallad röror,0.8,g
55,Mimosasallad,Alkohol,Majonnässallad röror,0.0,g
56,Rödbetssallad m. gräddfil hemlagad,"Zink, Zn",Majonnässallad röror,0.2,mg
56,Rödbetssallad m. gräddfil hemlagad,Vitamin E,Majonnässallad röror,0.1,mg
56,Rödbetssallad m. gräddfil hemlagad,Vitamin D,Majonnässallad röror,0.0,µg
56,Rödbetssallad m. gräddfil hemlagad,Vitamin C,Majonnässallad röror,3.2,mg
56,Rödbetssallad m. gräddfil hemlagad,Vitamin B6,Majonnässallad röror,0.05,mg
56,Rödbetssallad m. gräddfil hemlagad,Vitamin B12,Majonnässallad röror,0.0,µg
56,Rödbetssallad m. gräddfil hemlagad,Vitamin A,Majonnässallad röror,18.7,RE/µg
56,Rödbetssallad m. gräddfil hemlagad,Vatten,Majonnässallad röror,84.2,g
56,Rödbetssallad m. gräddfil hemlagad,Tiamin,Majonnässallad röror,0.01,mg
56,Rödbetssallad m. gräddfil hemlagad,Tillsatt socker,Majonnässallad röror,5.0,g
56,Rödbetssallad m. gräddfil hemlagad,Fritt socker,Majonnässallad röror,5.0,g
56,Rödbetssallad m. gräddfil hemlagad,"Selen, Se",Majonnässallad röror,0.2,µg
56,Rödbetssallad m. gräddfil hemlagad,Sackaros,Majonnässallad röror,5.0,g
56,Rödbetssallad m. gräddfil hemlagad,Riboflavin,Majonnässallad röror,0.02,mg
56,Rödbetssallad m. gräddfil hemlagad,Retinol,Majonnässallad röror,17.3,µg
56,Rödbetssallad m. gräddfil hemlagad,Protein,Majonnässallad röror,1.1,g
56,Rödbetssallad m. gräddfil hemlagad,Summa fleromättade fettsyror,Majonnässallad röror,0.1,g
56,Rödbetssallad m. gräddfil hemlagad,"Fosfor, P",Majonnässallad röror,28.0,mg
56,Rödbetssallad m. gräddfil hemlagad,Niacinekvivalenter,Majonnässallad röror,0.36,NE/mg
56,Rödbetssallad m. gräddfil hemlagad,Niacin,Majonnässallad röror,0.1,mg
56,Rödbetssallad m. gräddfil hemlagad,"Salt, NaCl",Majonnässallad röror,1.1,g
56,Rödbetssallad m. gräddfil hemlagad,"Natrium, Na",Majonnässallad röror,459.0,mg
56,Rödbetssallad m. gräddfil hemlagad,Monosackarider,Majonnässallad röror,3.8,g
56,Rödbetssallad m. gräddfil hemlagad,"Sockerarter, totalt",Majonnässallad röror,9.3,g
56,Rödbetssallad m. gräddfil hemlagad,Summa enkelomättade fettsyror,Majonnässallad röror,0.4,g
56,Rödbetssallad m. gräddfil hemlagad,"Magnesium, Mg",Majonnässallad röror,8.0,mg
56,Rödbetssallad m. gräddfil hemlagad,Summa mättade fettsyror,Majonnässallad röror,1.2,g
56,Rödbetssallad m. gräddfil hemlagad,"Kolhydrater, tillgängliga",Majonnässallad röror,9.9,g
56,Rödbetssallad m. gräddfil hemlagad,Kolesterol,Majonnässallad röror,6.0,mg
56,Rödbetssallad m. gräddfil hemlagad,"Kalium, K",Majonnässallad röror,137.0,mg
56,Rödbetssallad m. gräddfil hemlagad,"Jod, I",Majonnässallad röror,45.8,µg
56,Rödbetssallad m. gräddfil hemlagad,Fullkorn totalt,Majonnässallad röror,0.0,g
56,Rödbetssallad m. gräddfil hemlagad,"Folat, totalt",Majonnässallad röror,14.4,µg
56,Rödbetssallad m. gräddfil hemlagad,Fibrer,Majonnässallad röror,1.5,g
56,Rödbetssallad m. gräddfil hemlagad,"Fett, totalt",Majonnässallad röror,1.9,g
56,Rödbetssallad m. gräddfil hemlagad,"Järn, Fe",Majonnässallad röror,0.2,mg
56,Rödbetssallad m. gräddfil hemlagad,Energi (kJ),Majonnässallad röror,269.0,kJ
56,Rödbetssallad m. gräddfil hemlagad,Energi (kcal),Majonnässallad röror,64.0,kcal
56,Rödbetssallad m. gräddfil hemlagad,Disackarider,Majonnässallad röror,5.6,g
56,Rödbetssallad m. gräddfil hemlagad,"Kalcium, Ca",Majonnässallad röror,29.0,mg
56,Rödbetssallad m. gräddfil hemlagad,Fettsyra 4:0-10:0,Majonnässallad röror,0.1,g
56,Rödbetssallad m. gräddfil hemlagad,DHA (C22:6),Majonnässallad röror,0.0,g
56,Rödbetssallad m. gräddfil hemlagad,DPA (C22:5),Majonnässallad röror,0.0,g
56,Rödbetssallad m. gräddfil hemlagad,EPA (C20:5),Majonnässallad röror,0.0,g
56,Rödbetssallad m. gräddfil hemlagad,Arakidonsyra C20:4,Majonnässallad röror,0.0,g
56,Rödbetssallad m. gräddfil hemlagad,Arakidinsyra C20:0,Majonnässallad röror,0.0,g
56,Rödbetssallad m. gräddfil hemlagad,Linolensyra C18:3,Majonnässallad röror,0.0,g
56,Rödbetssallad m. gräddfil hemlagad,Linolsyra C18:2,Majonnässallad röror,0.1,g
56,Rödbetssallad m. gräddfil hemlagad,Oljesyra C18:1,Majonnässallad röror,0.4,g
56,Rödbetssallad m. gräddfil hemlagad,Stearinsyra C18:0,Majonnässallad röror,0.2,g
56,Rödbetssallad m. gräddfil hemlagad,Palmitoljesyra C16:1,Majonnässallad röror,0.0,g
56,Rödbetssallad m. gräddfil hemlagad,Palmitinsyra C16:0,Majonnässallad röror,0.6,g
56,Rödbetssallad m. gräddfil hemlagad,Myristinsyra C14:0,Majonnässallad röror,0.2,g
56,Rödbetssallad m. gräddfil hemlagad,Laurinsyra C12:0,Majonnässallad röror,0.1,g
56,Rödbetssallad m. gräddfil hemlagad,Betakaroten/β-Karoten,Majonnässallad röror,16.0,µg
56,Rödbetssallad m. gräddfil hemlagad,Avfall (skal etc.),Majonnässallad röror,2.0,%
56,Rödbetssallad m. gräddfil hemlagad,Aska,Majonnässallad röror,1.4,g
56,Rödbetssallad m. gräddfil hemlagad,Alkohol,Majonnässallad röror,0.0,g
57,Sallad m. skaldjur majonnäsdressing,"Zink, Zn",Sallad blandad mat,0.7,mg
57,Sallad m. skaldjur majonnäsdressing,Vitamin E,Sallad blandad mat,2.9,mg
57,Sallad m. skaldjur majonnäsdressing,Vitamin D,Sallad blandad mat,0.11,µg
57,Sallad m. skaldjur majonnäsdressing,Vitamin C,Sallad blandad mat,7.8,mg
57,Sallad m. skaldjur majonnäsdressing,Vitamin B6,Sallad blandad mat,0.07,mg
57,Sallad m. skaldjur majonnäsdressing,Vitamin B12,Sallad blandad mat,1.19,µg
57,Sallad m. skaldjur majonnäsdressing,Vitamin A,Sallad blandad mat,54.1,RE/µg
57,Sallad m. skaldjur majonnäsdressing,Vatten,Sallad blandad mat,80.7,g
57,Sallad m. skaldjur majonnäsdressing,Tiamin,Sallad blandad mat,0.05,mg
57,Sallad m. skaldjur majonnäsdressing,Tillsatt socker,Sallad blandad mat,0.0,g
57,Sallad m. skaldjur majonnäsdressing,Fritt socker,Sallad blandad mat,0.0,g
57,Sallad m. skaldjur majonnäsdressing,"Selen, Se",Sallad blandad mat,12.2,µg
57,Sallad m. skaldjur majonnäsdressing,Sackaros,Sallad blandad mat,0.4,g
57,Sallad m. skaldjur majonnäsdressing,Riboflavin,Sallad blandad mat,0.12,mg
57,Sallad m. skaldjur majonnäsdressing,Retinol,Sallad blandad mat,31.0,µg
57,Sallad m. skaldjur majonnäsdressing,Protein,Sallad blandad mat,5.8,g
57,Sallad m. skaldjur majonnäsdressing,Summa fleromättade fettsyror,Sallad blandad mat,1.6,g
57,Sallad m. skaldjur majonnäsdressing,"Fosfor, P",Sallad blandad mat,86.0,mg
57,Sallad m. skaldjur majonnäsdressing,Niacinekvivalenter,Sallad blandad mat,1.97,NE/mg
57,Sallad m. skaldjur majonnäsdressing,Niacin,Sallad blandad mat,0.86,mg
57,Sallad m. skaldjur majonnäsdressing,"Salt, NaCl",Sallad blandad mat,0.7,g
57,Sallad m. skaldjur majonnäsdressing,"Natrium, Na",Sallad blandad mat,272.0,mg
57,Sallad m. skaldjur majonnäsdressing,Monosackarider,Sallad blandad mat,1.1,g
57,Sallad m. skaldjur majonnäsdressing,"Sockerarter, totalt",Sallad blandad mat,1.7,g
57,Sallad m. skaldjur majonnäsdressing,Summa enkelomättade fettsyror,Sallad blandad mat,4.6,g
57,Sallad m. skaldjur majonnäsdressing,"Magnesium, Mg",Sallad blandad mat,19.0,mg
57,Sallad m. skaldjur majonnäsdressing,Summa mättade fettsyror,Sallad blandad mat,1.6,g
57,Sallad m. skaldjur majonnäsdressing,"Kolhydrater, tillgängliga",Sallad blandad mat,2.4,g
57,Sallad m. skaldjur majonnäsdressing,Kolesterol,Sallad blandad mat,52.1,mg
57,Sallad m. skaldjur majonnäsdressing,"Kalium, K",Sallad blandad mat,164.0,mg
57,Sallad m. skaldjur majonnäsdressing,"Jod, I",Sallad blandad mat,36.1,µg
57,Sallad m. skaldjur majonnäsdressing,Fullkorn totalt,Sallad blandad mat,0.0,g
57,Sallad m. skaldjur majonnäsdressing,"Folat, totalt",Sallad blandad mat,33.1,µg
57,Sallad m. skaldjur majonnäsdressing,Fibrer,Sallad blandad mat,1.0,g
57,Sallad m. skaldjur majonnäsdressing,"Fett, totalt",Sallad blandad mat,8.5,g
57,Sallad m. skaldjur majonnäsdressing,"Järn, Fe",Sallad blandad mat,0.8,mg
57,Sallad m. skaldjur majonnäsdressing,Energi (kJ),Sallad blandad mat,461.0,kJ
57,Sallad m. skaldjur majonnäsdressing,Energi (kcal),Sallad blandad mat,110.0,kcal
57,Sallad m. skaldjur majonnäsdressing,Disackarider,Sallad blandad mat,0.6,g
57,Sallad m. skaldjur majonnäsdressing,"Kalcium, Ca",Sallad blandad mat,34.0,mg
57,Sallad m. skaldjur majonnäsdressing,Fettsyra 4:0-10:0,Sallad blandad mat,0.1,g
57,Sallad m. skaldjur majonnäsdressing,DHA (C22:6),Sallad blandad mat,0.0,g
57,Sallad m. skaldjur majonnäsdressing,DPA (C22:5),Sallad blandad mat,0.0,g
57,Sallad m. skaldjur majonnäsdressing,EPA (C20:5),Sallad blandad mat,0.0,g
57,Sallad m. skaldjur majonnäsdressing,Arakidonsyra C20:4,Sallad blandad mat,0.0,g
57,Sallad m. skaldjur majonnäsdressing,Arakidinsyra C20:0,Sallad blandad mat,0.0,g
57,Sallad m. skaldjur majonnäsdressing,Linolensyra C18:3,Sallad blandad mat,0.4,g
57,Sallad m. skaldjur majonnäsdressing,Linolsyra C18:2,Sallad blandad mat,1.1,g
57,Sallad m. skaldjur majonnäsdressing,Oljesyra C18:1,Sallad blandad mat,4.4,g
57,Sallad m. skaldjur majonnäsdressing,Stearinsyra C18:0,Sallad blandad mat,0.3,g
57,Sallad m. skaldjur majonnäsdressing,Palmitoljesyra C16:1,Sallad blandad mat,0.1,g
57,Sallad m. skaldjur majonnäsdressing,Palmitinsyra C16:0,Sallad blandad mat,1.0,g
57,Sallad m. skaldjur majonnäsdressing,Myristinsyra C14:0,Sallad blandad mat,0.1,g
57,Sallad m. skaldjur majonnäsdressing,Laurinsyra C12:0,Sallad blandad mat,0.0,g
57,Sallad m. skaldjur majonnäsdressing,Betakaroten/β-Karoten,Sallad blandad mat,276.0,µg
57,Sallad m. skaldjur majonnäsdressing,Avfall (skal etc.),Sallad blandad mat,17.0,%
57,Sallad m. skaldjur majonnäsdressing,Aska,Sallad blandad mat,1.4,g
57,Sallad m. skaldjur majonnäsdressing,Alkohol,Sallad blandad mat,0.0,g
58,Bearnaisesås hemlagad,"Zink, Zn",Sås dressing majonnäs ,0.6,mg
58,Bearnaisesås hemlagad,Vitamin E,Sås dressing majonnäs ,16.2,mg
58,Bearnaisesås hemlagad,Vitamin D,Sås dressing majonnäs ,2.92,µg
58,Bearnaisesås hemlagad,Vitamin C,Sås dressing majonnäs ,2.1,mg
58,Bearnaisesås hemlagad,Vitamin B6,Sås dressing majonnäs ,0.03,mg
58,Bearnaisesås hemlagad,Vitamin B12,Sås dressing majonnäs ,0.48,µg
58,Bearnaisesås hemlagad,Vitamin A,Sås dressing majonnäs ,270.9,RE/µg
58,Bearnaisesås hemlagad,Vatten,Sås dressing majonnäs ,38.6,g
58,Bearnaisesås hemlagad,Tiamin,Sås dressing majonnäs ,0.03,mg
58,Bearnaisesås hemlagad,Tillsatt socker,Sås dressing majonnäs ,0.0,g
58,Bearnaisesås hemlagad,Fritt socker,Sås dressing majonnäs ,0.0,g
58,Bearnaisesås hemlagad,"Selen, Se",Sås dressing majonnäs ,9.2,µg
58,Bearnaisesås hemlagad,Sackaros,Sås dressing majonnäs ,0.1,g
58,Bearnaisesås hemlagad,Riboflavin,Sås dressing majonnäs ,0.07,mg
58,Bearnaisesås hemlagad,Retinol,Sås dressing majonnäs ,183.9,µg
58,Bearnaisesås hemlagad,Protein,Sås dressing majonnäs ,2.6,g
58,Bearnaisesås hemlagad,Summa fleromättade fettsyror,Sås dressing majonnäs ,15.5,g
58,Bearnaisesås hemlagad,"Fosfor, P",Sås dressing majonnäs ,86.0,mg
58,Bearnaisesås hemlagad,Niacinekvivalenter,Sås dressing majonnäs ,0.64,NE/mg
58,Bearnaisesås hemlagad,Niacin,Sås dressing majonnäs ,0.01,mg
58,Bearnaisesås hemlagad,"Salt, NaCl",Sås dressing majonnäs ,0.7,g
58,Bearnaisesås hemlagad,"Natrium, Na",Sås dressing majonnäs ,266.0,mg
58,Bearnaisesås hemlagad,Monosackarider,Sås dressing majonnäs ,0.2,g
58,Bearnaisesås hemlagad,"Sockerarter, totalt",Sås dressing majonnäs ,0.4,g
58,Bearnaisesås hemlagad,Summa enkelomättade fettsyror,Sås dressing majonnäs ,31.1,g
58,Bearnaisesås hemlagad,"Magnesium, Mg",Sås dressing majonnäs ,6.0,mg
58,Bearnaisesås hemlagad,Summa mättade fettsyror,Sås dressing majonnäs ,6.3,g
58,Bearnaisesås hemlagad,"Kolhydrater, tillgängliga",Sås dressing majonnäs ,1.2,g
58,Bearnaisesås hemlagad,Kolesterol,Sås dressing majonnäs ,152.5,mg
58,Bearnaisesås hemlagad,"Kalium, K",Sås dressing majonnäs ,37.0,mg
58,Bearnaisesås hemlagad,"Jod, I",Sås dressing majonnäs ,31.5,µg
58,Bearnaisesås hemlagad,Fullkorn totalt,Sås dressing majonnäs ,0.0,g
58,Bearnaisesås hemlagad,"Folat, totalt",Sås dressing majonnäs ,38.5,µg
58,Bearnaisesås hemlagad,Fibrer,Sås dressing majonnäs ,0.1,g
58,Bearnaisesås hemlagad,"Fett, totalt",Sås dressing majonnäs ,55.9,g
58,Bearnaisesås hemlagad,"Järn, Fe",Sås dressing majonnäs ,0.6,mg
58,Bearnaisesås hemlagad,Energi (kJ),Sås dressing majonnäs ,2134.0,kJ
58,Bearnaisesås hemlagad,Energi (kcal),Sås dressing majonnäs ,510.0,kcal
58,Bearnaisesås hemlagad,Disackarider,Sås dressing majonnäs ,0.2,g
58,Bearnaisesås hemlagad,"Kalcium, Ca",Sås dressing majonnäs ,30.0,mg
58,Bearnaisesås hemlagad,Fettsyra 4:0-10:0,Sås dressing majonnäs ,0.1,g
58,Bearnaisesås hemlagad,DHA (C22:6),Sås dressing majonnäs ,0.0,g
58,Bearnaisesås hemlagad,DPA (C22:5),Sås dressing majonnäs ,0.0,g
58,Bearnaisesås hemlagad,EPA (C20:5),Sås dressing majonnäs ,0.0,g
58,Bearnaisesås hemlagad,Arakidonsyra C20:4,Sås dressing majonnäs ,0.1,g
58,Bearnaisesås hemlagad,Arakidinsyra C20:0,Sås dressing majonnäs ,0.3,g
58,Bearnaisesås hemlagad,Linolensyra C18:3,Sås dressing majonnäs ,3.7,g
58,Bearnaisesås hemlagad,Linolsyra C18:2,Sås dressing majonnäs ,11.7,g
58,Bearnaisesås hemlagad,Oljesyra C18:1,Sås dressing majonnäs ,30.0,g
58,Bearnaisesås hemlagad,Stearinsyra C18:0,Sås dressing majonnäs ,1.4,g
58,Bearnaisesås hemlagad,Palmitoljesyra C16:1,Sås dressing majonnäs ,0.3,g
58,Bearnaisesås hemlagad,Palmitinsyra C16:0,Sås dressing majonnäs ,4.0,g
58,Bearnaisesås hemlagad,Myristinsyra C14:0,Sås dressing majonnäs ,0.1,g
58,Bearnaisesås hemlagad,Laurinsyra C12:0,Sås dressing majonnäs ,0.0,g
58,Bearnaisesås hemlagad,Betakaroten/β-Karoten,Sås dressing majonnäs ,102.0,µg
58,Bearnaisesås hemlagad,Avfall (skal etc.),Sås dressing majonnäs ,0.0,%
58,Bearnaisesås hemlagad,Aska,Sås dressing majonnäs ,1.0,g
58,Bearnaisesås hemlagad,Alkohol,Sås dressing majonnäs ,0.0,g
59,Hollandaisesås hemlagad,"Zink, Zn",Sås dressing majonnäs ,0.6,mg
59,Hollandaisesås hemlagad,Vitamin E,Sås dressing majonnäs ,7.2,mg
59,Hollandaisesås hemlagad,Vitamin D,Sås dressing majonnäs ,6.28,µg
59,Hollandaisesås hemlagad,Vitamin C,Sås dressing majonnäs ,2.0,mg
59,Hollandaisesås hemlagad,Vitamin B6,Sås dressing majonnäs ,0.03,mg
59,Hollandaisesås hemlagad,Vitamin B12,Sås dressing majonnäs ,0.54,µg
59,Hollandaisesås hemlagad,Vitamin A,Sås dressing majonnäs ,558.4,RE/µg
59,Hollandaisesås hemlagad,Vatten,Sås dressing majonnäs ,39.1,g
59,Hollandaisesås hemlagad,Tiamin,Sås dressing majonnäs ,0.03,mg
59,Hollandaisesås hemlagad,Tillsatt socker,Sås dressing majonnäs ,0.0,g
59,Hollandaisesås hemlagad,Fritt socker,Sås dressing majonnäs ,0.0,g
59,Hollandaisesås hemlagad,"Selen, Se",Sås dressing majonnäs ,10.1,µg
59,Hollandaisesås hemlagad,Sackaros,Sås dressing majonnäs ,0.0,g
59,Hollandaisesås hemlagad,Riboflavin,Sås dressing majonnäs ,0.08,mg
59,Hollandaisesås hemlagad,Retinol,Sås dressing majonnäs ,536.2,µg
59,Hollandaisesås hemlagad,Protein,Sås dressing majonnäs ,3.0,g
59,Hollandaisesås hemlagad,Summa fleromättade fettsyror,Sås dressing majonnäs ,7.2,g
59,Hollandaisesås hemlagad,"Fosfor, P",Sås dressing majonnäs ,97.0,mg
59,Hollandaisesås hemlagad,Niacinekvivalenter,Sås dressing majonnäs ,0.74,NE/mg
59,Hollandaisesås hemlagad,Niacin,Sås dressing majonnäs ,0.0,mg
59,Hollandaisesås hemlagad,"Salt, NaCl",Sås dressing majonnäs ,1.3,g
59,Hollandaisesås hemlagad,"Natrium, Na",Sås dressing majonnäs ,515.0,mg
59,Hollandaisesås hemlagad,Monosackarider,Sås dressing majonnäs ,0.1,g
59,Hollandaisesås hemlagad,"Sockerarter, totalt",Sås dressing majonnäs ,0.4,g
59,Hollandaisesås hemlagad,Summa enkelomättade fettsyror,Sås dressing majonnäs ,17.1,g
59,Hollandaisesås hemlagad,"Magnesium, Mg",Sås dressing majonnäs ,3.0,mg
59,Hollandaisesås hemlagad,Summa mättade fettsyror,Sås dressing majonnäs ,28.1,g
59,Hollandaisesås hemlagad,"Kolhydrater, tillgängliga",Sås dressing majonnäs ,0.7,g
59,Hollandaisesås hemlagad,Kolesterol,Sås dressing majonnäs ,249.9,mg
59,Hollandaisesås hemlagad,"Kalium, K",Sås dressing majonnäs ,24.0,mg
59,Hollandaisesås hemlagad,"Jod, I",Sås dressing majonnäs ,36.3,µg
59,Hollandaisesås hemlagad,Fullkorn totalt,Sås dressing majonnäs ,0.0,g
59,Hollandaisesås hemlagad,"Folat, totalt",Sås dressing majonnäs ,40.5,µg
59,Hollandaisesås hemlagad,Fibrer,Sås dressing majonnäs ,0.0,g
59,Hollandaisesås hemlagad,"Fett, totalt",Sås dressing majonnäs ,54.8,g
59,Hollandaisesås hemlagad,"Järn, Fe",Sås dressing majonnäs ,0.5,mg
59,Hollandaisesås hemlagad,Energi (kJ),Sås dressing majonnäs ,2091.0,kJ
59,Hollandaisesås hemlagad,Energi (kcal),Sås dressing majonnäs ,500.0,kcal
59,Hollandaisesås hemlagad,Disackarider,Sås dressing majonnäs ,0.3,g
59,Hollandaisesås hemlagad,"Kalcium, Ca",Sås dressing majonnäs ,26.0,mg
59,Hollandaisesås hemlagad,Fettsyra 4:0-10:0,Sås dressing majonnäs ,2.6,g
59,Hollandaisesås hemlagad,DHA (C22:6),Sås dressing majonnäs ,0.1,g
59,Hollandaisesås hemlagad,DPA (C22:5),Sås dressing majonnäs ,0.0,g
59,Hollandaisesås hemlagad,EPA (C20:5),Sås dressing majonnäs ,0.0,g
59,Hollandaisesås hemlagad,Arakidonsyra C20:4,Sås dressing majonnäs ,0.1,g
59,Hollandaisesås hemlagad,Arakidinsyra C20:0,Sås dressing majonnäs ,0.0,g
59,Hollandaisesås hemlagad,Linolensyra C18:3,Sås dressing majonnäs ,1.5,g
59,Hollandaisesås hemlagad,Linolsyra C18:2,Sås dressing majonnäs ,4.4,g
59,Hollandaisesås hemlagad,Oljesyra C18:1,Sås dressing majonnäs ,17.4,g
59,Hollandaisesås hemlagad,Stearinsyra C18:0,Sås dressing majonnäs ,3.5,g
59,Hollandaisesås hemlagad,Palmitoljesyra C16:1,Sås dressing majonnäs ,0.5,g
59,Hollandaisesås hemlagad,Palmitinsyra C16:0,Sås dressing majonnäs ,15.8,g
59,Hollandaisesås hemlagad,Myristinsyra C14:0,Sås dressing majonnäs ,3.1,g
59,Hollandaisesås hemlagad,Laurinsyra C12:0,Sås dressing majonnäs ,1.5,g
59,Hollandaisesås hemlagad,Betakaroten/β-Karoten,Sås dressing majonnäs ,265.0,µg
59,Hollandaisesås hemlagad,Avfall (skal etc.),Sås dressing majonnäs ,0.0,%
59,Hollandaisesås hemlagad,Aska,Sås dressing majonnäs ,1.5,g
59,Hollandaisesås hemlagad,Alkohol,Sås dressing majonnäs ,0.0,g
60,Rhode Islandsås hemlagad,"Zink, Zn",Sås dressing majonnäs ,0.3,mg
60,Rhode Islandsås hemlagad,Vitamin E,Sås dressing majonnäs ,7.0,mg
60,Rhode Islandsås hemlagad,Vitamin D,Sås dressing majonnäs ,0.1,µg
60,Rhode Islandsås hemlagad,Vitamin C,Sås dressing majonnäs ,4.5,mg
60,Rhode Islandsås hemlagad,Vitamin B6,Sås dressing majonnäs ,0.05,mg
60,Rhode Islandsås hemlagad,Vitamin B12,Sås dressing majonnäs ,0.15,µg
60,Rhode Islandsås hemlagad,Vitamin A,Sås dressing majonnäs ,144.0,RE/µg
60,Rhode Islandsås hemlagad,Vatten,Sås dressing majonnäs ,53.1,g
60,Rhode Islandsås hemlagad,Tiamin,Sås dressing majonnäs ,0.03,mg
60,Rhode Islandsås hemlagad,Tillsatt socker,Sås dressing majonnäs ,3.0,g
60,Rhode Islandsås hemlagad,Fritt socker,Sås dressing majonnäs ,3.0,g
60,Rhode Islandsås hemlagad,"Selen, Se",Sås dressing majonnäs ,2.1,µg
60,Rhode Islandsås hemlagad,Sackaros,Sås dressing majonnäs ,2.4,g
60,Rhode Islandsås hemlagad,Riboflavin,Sås dressing majonnäs ,0.07,mg
60,Rhode Islandsås hemlagad,Retinol,Sås dressing majonnäs ,98.7,µg
60,Rhode Islandsås hemlagad,Protein,Sås dressing majonnäs ,1.8,g
60,Rhode Islandsås hemlagad,Summa fleromättade fettsyror,Sås dressing majonnäs ,5.5,g
60,Rhode Islandsås hemlagad,"Fosfor, P",Sås dressing majonnäs ,56.0,mg
60,Rhode Islandsås hemlagad,Niacinekvivalenter,Sås dressing majonnäs ,0.76,NE/mg
60,Rhode Islandsås hemlagad,Niacin,Sås dressing majonnäs ,0.37,mg
60,Rhode Islandsås hemlagad,"Salt, NaCl",Sås dressing majonnäs ,1.3,g
