nummer,namn,naringsnamn,gruppering,mangd,enhet
6807,Havrebaserat bredbart pålägg tomat basilika,Oljesyra C18:1,Vegetabiliska produkter och mjölkersättning,7.0,g
6807,Havrebaserat bredbart pålägg tomat basilika,Stearinsyra C18:0,Vegetabiliska produkter och mjölkersättning,2.5,g
6807,Havrebaserat bredbart pålägg tomat basilika,Palmitoljesyra C16:1,Vegetabiliska produkter och mjölkersättning,0.0,g
6807,Havrebaserat bredbart pålägg tomat basilika,Palmitinsyra C16:0,Vegetabiliska produkter och mjölkersättning,1.1,g
6807,Havrebaserat bredbart pålägg tomat basilika,Myristinsyra C14:0,Vegetabiliska produkter och mjölkersättning,0.7,g
6807,Havrebaserat bredbart pålägg tomat basilika,Laurinsyra C12:0,Vegetabiliska produkter och mjölkersättning,1.6,g
6807,Havrebaserat bredbart pålägg tomat basilika,Betakaroten/β-Karoten,Vegetabiliska produkter och mjölkersättning,0.0,µg
6807,Havrebaserat bredbart pålägg tomat basilika,Avfall (skal etc.),Vegetabiliska produkter och mjölkersättning,0.0,%
6807,Havrebaserat bredbart pålägg tomat basilika,Aska,Vegetabiliska produkter och mjölkersättning,1.6,g
6807,Havrebaserat bredbart pålägg tomat basilika,Alkohol,Vegetabiliska produkter och mjölkersättning,0.0,g
6808,Havrebaserat bredbart pålägg vitlök gurka,"Zink, Zn",Vegetabiliska produkter och mjölkersättning,0.1,mg
6808,Havrebaserat bredbart pålägg vitlök gurka,Vitamin E,Vegetabiliska produkter och mjölkersättning,0.0,mg
6808,Havrebaserat bredbart pålägg vitlök gurka,Vitamin D inkl 25-OH-D3,Vegetabiliska produkter och mjölkersättning,0.0,µg
6808,Havrebaserat bredbart pålägg vitlök gurka,Vitamin D,Vegetabiliska produkter och mjölkersättning,0.0,µg
6808,Havrebaserat bredbart pålägg vitlök gurka,Vitamin C,Vegetabiliska produkter och mjölkersättning,0.0,mg
6808,Havrebaserat bredbart pålägg vitlök gurka,Vitamin B6,Vegetabiliska produkter och mjölkersättning,0.0,mg
6808,Havrebaserat bredbart pålägg vitlök gurka,Vitamin B12,Vegetabiliska produkter och mjölkersättning,0.0,µg
6808,Havrebaserat bredbart pålägg vitlök gurka,Vitamin A,Vegetabiliska produkter och mjölkersättning,0.0,RE/µg
6808,Havrebaserat bredbart pålägg vitlök gurka,Vatten,Vegetabiliska produkter och mjölkersättning,67.1,g
6808,Havrebaserat bredbart pålägg vitlök gurka,Tiamin,Vegetabiliska produkter och mjölkersättning,0.0,mg
6808,Havrebaserat bredbart pålägg vitlök gurka,Tillsatt socker,Vegetabiliska produkter och mjölkersättning,0.0,g
6808,Havrebaserat bredbart pålägg vitlök gurka,Fritt socker,Vegetabiliska produkter och mjölkersättning,0.0,g
6808,Havrebaserat bredbart pålägg vitlök gurka,"Selen, Se",Vegetabiliska produkter och mjölkersättning,0.0,µg
6808,Havrebaserat bredbart pålägg vitlök gurka,Sackaros,Vegetabiliska produkter och mjölkersättning,0.3,g
6808,Havrebaserat bredbart pålägg vitlök gurka,Riboflavin,Vegetabiliska produkter och mjölkersättning,0.0,mg
6808,Havrebaserat bredbart pålägg vitlök gurka,Retinol,Vegetabiliska produkter och mjölkersättning,0.0,µg
6808,Havrebaserat bredbart pålägg vitlök gurka,Protein,Vegetabiliska produkter och mjölkersättning,2.7,g
6808,Havrebaserat bredbart pålägg vitlök gurka,Summa fleromättade fettsyror,Vegetabiliska produkter och mjölkersättning,3.0,g
6808,Havrebaserat bredbart pålägg vitlök gurka,"Fosfor, P",Vegetabiliska produkter och mjölkersättning,36.0,mg
6808,Havrebaserat bredbart pålägg vitlök gurka,Niacinekvivalenter,Vegetabiliska produkter och mjölkersättning,0.4,NE/mg
6808,Havrebaserat bredbart pålägg vitlök gurka,Niacin,Vegetabiliska produkter och mjölkersättning,0.0,mg
6808,Havrebaserat bredbart pålägg vitlök gurka,"Salt, NaCl",Vegetabiliska produkter och mjölkersättning,1.2,g
6808,Havrebaserat bredbart pålägg vitlök gurka,"Natrium, Na",Vegetabiliska produkter och mjölkersättning,500.0,mg
6808,Havrebaserat bredbart pålägg vitlök gurka,Monosackarider,Vegetabiliska produkter och mjölkersättning,0.2,g
6808,Havrebaserat bredbart pålägg vitlök gurka,"Sockerarter, totalt",Vegetabiliska produkter och mjölkersättning,2.8,g
6808,Havrebaserat bredbart pålägg vitlök gurka,Summa enkelomättade fettsyror,Vegetabiliska produkter och mjölkersättning,6.8,g
6808,Havrebaserat bredbart pålägg vitlök gurka,"Magnesium, Mg",Vegetabiliska produkter och mjölkersättning,0.0,mg
6808,Havrebaserat bredbart pålägg vitlök gurka,Summa mättade fettsyror,Vegetabiliska produkter och mjölkersättning,6.5,g
6808,Havrebaserat bredbart pålägg vitlök gurka,"Kolhydrater, tillgängliga",Vegetabiliska produkter och mjölkersättning,10.7,g
6808,Havrebaserat bredbart pålägg vitlök gurka,Kolesterol,Vegetabiliska produkter och mjölkersättning,0.0,mg
6808,Havrebaserat bredbart pålägg vitlök gurka,"Kalium, K",Vegetabiliska produkter och mjölkersättning,42.0,mg
6808,Havrebaserat bredbart pålägg vitlök gurka,"Jod, I",Vegetabiliska produkter och mjölkersättning,0.0,µg
6808,Havrebaserat bredbart pålägg vitlök gurka,Fullkorn totalt,Vegetabiliska produkter och mjölkersättning,0.0,g
6808,Havrebaserat bredbart pålägg vitlök gurka,"Folat, totalt",Vegetabiliska produkter och mjölkersättning,6.2,µg
6808,Havrebaserat bredbart pålägg vitlök gurka,Fibrer,Vegetabiliska produkter och mjölkersättning,0.9,g
6808,Havrebaserat bredbart pålägg vitlök gurka,"Fett, totalt",Vegetabiliska produkter och mjölkersättning,17.1,g
6808,Havrebaserat bredbart pålägg vitlök gurka,"Järn, Fe",Vegetabiliska produkter och mjölkersättning,0.0,mg
6808,Havrebaserat bredbart pålägg vitlök gurka,Energi (kJ),Vegetabiliska produkter och mjölkersättning,867.0,kJ
6808,Havrebaserat bredbart pålägg vitlök gurka,Energi (kcal),Vegetabiliska produkter och mjölkersättning,207.0,kcal
6808,Havrebaserat bredbart pålägg vitlök gurka,Disackarider,Vegetabiliska produkter och mjölkersättning,2.6,g
6808,Havrebaserat bredbart pålägg vitlök gurka,"Kalcium, Ca",Vegetabiliska produkter och mjölkersättning,100.0,mg
6808,Havrebaserat bredbart pålägg vitlök gurka,Fettsyra 4:0-10:0,Vegetabiliska produkter och mjölkersättning,0.5,g
6808,Havrebaserat bredbart pålägg vitlök gurka,DHA (C22:6),Vegetabiliska produkter och mjölkersättning,0.0,g
6808,Havrebaserat bredbart pålägg vitlök gurka,DPA (C22:5),Vegetabiliska produkter och mjölkersättning,0.0,g
6808,Havrebaserat bredbart pålägg vitlök gurka,EPA (C20:5),Vegetabiliska produkter och mjölkersättning,0.0,g
6808,Havrebaserat bredbart pålägg vitlök gurka,Arakidonsyra C20:4,Vegetabiliska produkter och mjölkersättning,0.0,g
6808,Havrebaserat bredbart pålägg vitlök gurka,Arakidinsyra C20:0,Vegetabiliska produkter och mjölkersättning,0.1,g
6808,Havrebaserat bredbart pålägg vitlök gurka,Linolensyra C18:3,Vegetabiliska produkter och mjölkersättning,0.9,g
6808,Havrebaserat bredbart pålägg vitlök gurka,Linolsyra C18:2,Vegetabiliska produkter och mjölkersättning,2.1,g
6808,Havrebaserat bredbart pålägg vitlök gurka,Oljesyra C18:1,Vegetabiliska produkter och mjölkersättning,6.6,g
6808,Havrebaserat bredbart pålägg vitlök gurka,Stearinsyra C18:0,Vegetabiliska produkter och mjölkersättning,2.6,g
6808,Havrebaserat bredbart pålägg vitlök gurka,Palmitoljesyra C16:1,Vegetabiliska produkter och mjölkersättning,0.0,g
6808,Havrebaserat bredbart pålägg vitlök gurka,Palmitinsyra C16:0,Vegetabiliska produkter och mjölkersättning,1.0,g
6808,Havrebaserat bredbart pålägg vitlök gurka,Myristinsyra C14:0,Vegetabiliska produkter och mjölkersättning,0.6,g
6808,Havrebaserat bredbart pålägg vitlök gurka,Laurinsyra C12:0,Vegetabiliska produkter och mjölkersättning,1.6,g
6808,Havrebaserat bredbart pålägg vitlök gurka,Betakaroten/β-Karoten,Vegetabiliska produkter och mjölkersättning,0.0,µg
6808,Havrebaserat bredbart pålägg vitlök gurka,Avfall (skal etc.),Vegetabiliska produkter och mjölkersättning,0.0,%
6808,Havrebaserat bredbart pålägg vitlök gurka,Aska,Vegetabiliska produkter och mjölkersättning,1.5,g
6808,Havrebaserat bredbart pålägg vitlök gurka,Alkohol,Vegetabiliska produkter och mjölkersättning,0.0,g
6809,"Havredryck choklad fett 2,5 % berikad","Zink, Zn",Vegetabiliska produkter och mjölkersättning,0.2,mg
6809,"Havredryck choklad fett 2,5 % berikad",Vitamin E,Vegetabiliska produkter och mjölkersättning,0.6,mg
6809,"Havredryck choklad fett 2,5 % berikad",Vitamin D inkl 25-OH-D3,Vegetabiliska produkter och mjölkersättning,1.52,µg
6809,"Havredryck choklad fett 2,5 % berikad",Vitamin D,Vegetabiliska produkter och mjölkersättning,1.52,µg
6809,"Havredryck choklad fett 2,5 % berikad",Vitamin C,Vegetabiliska produkter och mjölkersättning,0.0,mg
6809,"Havredryck choklad fett 2,5 % berikad",Vitamin B6,Vegetabiliska produkter och mjölkersättning,0.01,mg
6809,"Havredryck choklad fett 2,5 % berikad",Vitamin B12,Vegetabiliska produkter och mjölkersättning,0.38,µg
6809,"Havredryck choklad fett 2,5 % berikad",Vitamin A,Vegetabiliska produkter och mjölkersättning,0.0,RE/µg
6809,"Havredryck choklad fett 2,5 % berikad",Vatten,Vegetabiliska produkter och mjölkersättning,84.0,g
6809,"Havredryck choklad fett 2,5 % berikad",Tiamin,Vegetabiliska produkter och mjölkersättning,0.03,mg
6809,"Havredryck choklad fett 2,5 % berikad",Tillsatt socker,Vegetabiliska produkter och mjölkersättning,3.0,g
6809,"Havredryck choklad fett 2,5 % berikad",Fritt socker,Vegetabiliska produkter och mjölkersättning,3.0,g
6809,"Havredryck choklad fett 2,5 % berikad","Selen, Se",Vegetabiliska produkter och mjölkersättning,0.0,µg
6809,"Havredryck choklad fett 2,5 % berikad",Sackaros,Vegetabiliska produkter och mjölkersättning,3.2,g
6809,"Havredryck choklad fett 2,5 % berikad",Riboflavin,Vegetabiliska produkter och mjölkersättning,0.3,mg
6809,"Havredryck choklad fett 2,5 % berikad",Retinol,Vegetabiliska produkter och mjölkersättning,0.0,µg
6809,"Havredryck choklad fett 2,5 % berikad",Protein,Vegetabiliska produkter och mjölkersättning,1.3,g
6809,"Havredryck choklad fett 2,5 % berikad",Summa fleromättade fettsyror,Vegetabiliska produkter och mjölkersättning,0.7,g
6809,"Havredryck choklad fett 2,5 % berikad","Fosfor, P",Vegetabiliska produkter och mjölkersättning,55.0,mg
6809,"Havredryck choklad fett 2,5 % berikad",Niacinekvivalenter,Vegetabiliska produkter och mjölkersättning,0.3,NE/mg
6809,"Havredryck choklad fett 2,5 % berikad",Niacin,Vegetabiliska produkter och mjölkersättning,0.08,mg
6809,"Havredryck choklad fett 2,5 % berikad","Salt, NaCl",Vegetabiliska produkter och mjölkersättning,0.1,g
6809,"Havredryck choklad fett 2,5 % berikad","Natrium, Na",Vegetabiliska produkter och mjölkersättning,48.0,mg
6809,"Havredryck choklad fett 2,5 % berikad",Monosackarider,Vegetabiliska produkter och mjölkersättning,0.0,g
6809,"Havredryck choklad fett 2,5 % berikad","Sockerarter, totalt",Vegetabiliska produkter och mjölkersättning,6.2,g
6809,"Havredryck choklad fett 2,5 % berikad",Summa enkelomättade fettsyror,Vegetabiliska produkter och mjölkersättning,1.3,g
6809,"Havredryck choklad fett 2,5 % berikad","Magnesium, Mg",Vegetabiliska produkter och mjölkersättning,12.0,mg
6809,"Havredryck choklad fett 2,5 % berikad",Summa mättade fettsyror,Vegetabiliska produkter och mjölkersättning,0.3,g
6809,"Havredryck choklad fett 2,5 % berikad","Kolhydrater, tillgängliga",Vegetabiliska produkter och mjölkersättning,10.5,g
6809,"Havredryck choklad fett 2,5 % berikad",Kolesterol,Vegetabiliska produkter och mjölkersättning,0.0,mg
6809,"Havredryck choklad fett 2,5 % berikad","Kalium, K",Vegetabiliska produkter och mjölkersättning,76.0,mg
6809,"Havredryck choklad fett 2,5 % berikad","Jod, I",Vegetabiliska produkter och mjölkersättning,22.5,µg
6809,"Havredryck choklad fett 2,5 % berikad",Fullkorn totalt,Vegetabiliska produkter och mjölkersättning,0.0,g
6809,"Havredryck choklad fett 2,5 % berikad","Folat, totalt",Vegetabiliska produkter och mjölkersättning,0.0,µg
6809,"Havredryck choklad fett 2,5 % berikad",Fibrer,Vegetabiliska produkter och mjölkersättning,1.2,g
6809,"Havredryck choklad fett 2,5 % berikad","Fett, totalt",Vegetabiliska produkter och mjölkersättning,2.4,g
6809,"Havredryck choklad fett 2,5 % berikad","Järn, Fe",Vegetabiliska produkter och mjölkersättning,1.2,mg
6809,"Havredryck choklad fett 2,5 % berikad",Energi (kJ),Vegetabiliska produkter och mjölkersättning,298.0,kJ
6809,"Havredryck choklad fett 2,5 % berikad",Energi (kcal),Vegetabiliska produkter och mjölkersättning,71.0,kcal
6809,"Havredryck choklad fett 2,5 % berikad",Disackarider,Vegetabiliska produkter och mjölkersättning,6.2,g
6809,"Havredryck choklad fett 2,5 % berikad","Kalcium, Ca",Vegetabiliska produkter och mjölkersättning,120.0,mg
6809,"Havredryck choklad fett 2,5 % berikad",Fettsyra 4:0-10:0,Vegetabiliska produkter och mjölkersättning,0.0,g
6809,"Havredryck choklad fett 2,5 % berikad",DHA (C22:6),Vegetabiliska produkter och mjölkersättning,0.0,g
6809,"Havredryck choklad fett 2,5 % berikad",DPA (C22:5),Vegetabiliska produkter och mjölkersättning,0.0,g
6809,"Havredryck choklad fett 2,5 % berikad",EPA (C20:5),Vegetabiliska produkter och mjölkersättning,0.0,g
6809,"Havredryck choklad fett 2,5 % berikad",Arakidonsyra C20:4,Vegetabiliska produkter och mjölkersättning,0.0,g
6809,"Havredryck choklad fett 2,5 % berikad",Arakidinsyra C20:0,Vegetabiliska produkter och mjölkersättning,0.0,g
6809,"Havredryck choklad fett 2,5 % berikad",Linolensyra C18:3,Vegetabiliska produkter och mjölkersättning,0.2,g
6809,"Havredryck choklad fett 2,5 % berikad",Linolsyra C18:2,Vegetabiliska produkter och mjölkersättning,0.5,g
6809,"Havredryck choklad fett 2,5 % berikad",Oljesyra C18:1,Vegetabiliska produkter och mjölkersättning,1.3,g
6809,"Havredryck choklad fett 2,5 % berikad",Stearinsyra C18:0,Vegetabiliska produkter och mjölkersättning,0.1,g
6809,"Havredryck choklad fett 2,5 % berikad",Palmitoljesyra C16:1,Vegetabiliska produkter och mjölkersättning,0.0,g
6809,"Havredryck choklad fett 2,5 % berikad",Palmitinsyra C16:0,Vegetabiliska produkter och mjölkersättning,0.2,g
6809,"Havredryck choklad fett 2,5 % berikad",Myristinsyra C14:0,Vegetabiliska produkter och mjölkersättning,0.0,g
6809,"Havredryck choklad fett 2,5 % berikad",Laurinsyra C12:0,Vegetabiliska produkter och mjölkersättning,0.0,g
6809,"Havredryck choklad fett 2,5 % berikad",Betakaroten/β-Karoten,Vegetabiliska produkter och mjölkersättning,0.0,µg
6809,"Havredryck choklad fett 2,5 % berikad",Avfall (skal etc.),Vegetabiliska produkter och mjölkersättning,0.0,%
6809,"Havredryck choklad fett 2,5 % berikad",Aska,Vegetabiliska produkter och mjölkersättning,0.6,g
6809,"Havredryck choklad fett 2,5 % berikad",Alkohol,Vegetabiliska produkter och mjölkersättning,0.0,g
6812,Havregurt smaksatt berikad,"Zink, Zn",Vegetabiliska produkter och mjölkersättning,0.1,mg
6812,Havregurt smaksatt berikad,Vitamin E,Vegetabiliska produkter och mjölkersättning,0.0,mg
6812,Havregurt smaksatt berikad,Vitamin D inkl 25-OH-D3,Vegetabiliska produkter och mjölkersättning,1.1,µg
6812,Havregurt smaksatt berikad,Vitamin D,Vegetabiliska produkter och mjölkersättning,1.1,µg
6812,Havregurt smaksatt berikad,Vitamin C,Vegetabiliska produkter och mjölkersättning,0.0,mg
6812,Havregurt smaksatt berikad,Vitamin B6,Vegetabiliska produkter och mjölkersättning,0.0,mg
6812,Havregurt smaksatt berikad,Vitamin B12,Vegetabiliska produkter och mjölkersättning,0.38,µg
6812,Havregurt smaksatt berikad,Vitamin A,Vegetabiliska produkter och mjölkersättning,0.0,RE/µg
6812,Havregurt smaksatt berikad,Vatten,Vegetabiliska produkter och mjölkersättning,81.3,g
6812,Havregurt smaksatt berikad,Tiamin,Vegetabiliska produkter och mjölkersättning,0.0,mg
6812,Havregurt smaksatt berikad,Tillsatt socker,Vegetabiliska produkter och mjölkersättning,4.0,g
6812,Havregurt smaksatt berikad,Fritt socker,Vegetabiliska produkter och mjölkersättning,4.0,g
6812,Havregurt smaksatt berikad,"Selen, Se",Vegetabiliska produkter och mjölkersättning,0.0,µg
6812,Havregurt smaksatt berikad,Sackaros,Vegetabiliska produkter och mjölkersättning,3.8,g
6812,Havregurt smaksatt berikad,Riboflavin,Vegetabiliska produkter och mjölkersättning,0.27,mg
6812,Havregurt smaksatt berikad,Retinol,Vegetabiliska produkter och mjölkersättning,0.0,µg
6812,Havregurt smaksatt berikad,Protein,Vegetabiliska produkter och mjölkersättning,0.9,g
6812,Havregurt smaksatt berikad,Summa fleromättade fettsyror,Vegetabiliska produkter och mjölkersättning,0.6,g
6812,Havregurt smaksatt berikad,"Fosfor, P",Vegetabiliska produkter och mjölkersättning,48.0,mg
6812,Havregurt smaksatt berikad,Niacinekvivalenter,Vegetabiliska produkter och mjölkersättning,0.12,NE/mg
6812,Havregurt smaksatt berikad,Niacin,Vegetabiliska produkter och mjölkersättning,0.0,mg
6812,Havregurt smaksatt berikad,"Salt, NaCl",Vegetabiliska produkter och mjölkersättning,0.0,g
6812,Havregurt smaksatt berikad,"Natrium, Na",Vegetabiliska produkter och mjölkersättning,8.0,mg
6812,Havregurt smaksatt berikad,Monosackarider,Vegetabiliska produkter och mjölkersättning,1.0,g
6812,Havregurt smaksatt berikad,"Sockerarter, totalt",Vegetabiliska produkter och mjölkersättning,7.9,g
6812,Havregurt smaksatt berikad,Summa enkelomättade fettsyror,Vegetabiliska produkter och mjölkersättning,1.0,g
6812,Havregurt smaksatt berikad,"Magnesium, Mg",Vegetabiliska produkter och mjölkersättning,3.0,mg
6812,Havregurt smaksatt berikad,Summa mättade fettsyror,Vegetabiliska produkter och mjölkersättning,0.2,g
6812,Havregurt smaksatt berikad,"Kolhydrater, tillgängliga",Vegetabiliska produkter och mjölkersättning,14.7,g
6812,Havregurt smaksatt berikad,Kolesterol,Vegetabiliska produkter och mjölkersättning,0.0,mg
6812,Havregurt smaksatt berikad,"Kalium, K",Vegetabiliska produkter och mjölkersättning,43.0,mg
6812,Havregurt smaksatt berikad,"Jod, I",Vegetabiliska produkter och mjölkersättning,16.9,µg
6812,Havregurt smaksatt berikad,Fullkorn totalt,Vegetabiliska produkter och mjölkersättning,0.0,g
6812,Havregurt smaksatt berikad,"Folat, totalt",Vegetabiliska produkter och mjölkersättning,8.2,µg
6812,Havregurt smaksatt berikad,Fibrer,Vegetabiliska produkter och mjölkersättning,0.9,g
6812,Havregurt smaksatt berikad,"Fett, totalt",Vegetabiliska produkter och mjölkersättning,1.8,g
6812,Havregurt smaksatt berikad,"Järn, Fe",Vegetabiliska produkter och mjölkersättning,0.0,mg
6812,Havregurt smaksatt berikad,Energi (kJ),Vegetabiliska produkter och mjölkersättning,340.0,kJ
6812,Havregurt smaksatt berikad,Energi (kcal),Vegetabiliska produkter och mjölkersättning,81.0,kcal
6812,Havregurt smaksatt berikad,Disackarider,Vegetabiliska produkter och mjölkersättning,6.8,g
6812,Havregurt smaksatt berikad,"Kalcium, Ca",Vegetabiliska produkter och mjölkersättning,127.0,mg
6812,Havregurt smaksatt berikad,Fettsyra 4:0-10:0,Vegetabiliska produkter och mjölkersättning,0.0,g
6812,Havregurt smaksatt berikad,DHA (C22:6),Vegetabiliska produkter och mjölkersättning,0.0,g
6812,Havregurt smaksatt berikad,DPA (C22:5),Vegetabiliska produkter och mjölkersättning,0.0,g
6812,Havregurt smaksatt berikad,EPA (C20:5),Vegetabiliska produkter och mjölkersättning,0.0,g
6812,Havregurt smaksatt berikad,Arakidonsyra C20:4,Vegetabiliska produkter och mjölkersättning,0.0,g
6812,Havregurt smaksatt berikad,Arakidinsyra C20:0,Vegetabiliska produkter och mjölkersättning,0.0,g
6812,Havregurt smaksatt berikad,Linolensyra C18:3,Vegetabiliska produkter och mjölkersättning,0.1,g
6812,Havregurt smaksatt berikad,Linolsyra C18:2,Vegetabiliska produkter och mjölkersättning,0.4,g
6812,Havregurt smaksatt berikad,Oljesyra C18:1,Vegetabiliska produkter och mjölkersättning,1.0,g
6812,Havregurt smaksatt berikad,Stearinsyra C18:0,Vegetabiliska produkter och mjölkersättning,0.0,g
6812,Havregurt smaksatt berikad,Palmitoljesyra C16:1,Vegetabiliska produkter och mjölkersättning,0.0,g
6812,Havregurt smaksatt berikad,Palmitinsyra C16:0,Vegetabiliska produkter och mjölkersättning,0.1,g
6812,Havregurt smaksatt berikad,Myristinsyra C14:0,Vegetabiliska produkter och mjölkersättning,0.0,g
6812,Havregurt smaksatt berikad,Laurinsyra C12:0,Vegetabiliska produkter och mjölkersättning,0.0,g
6812,Havregurt smaksatt berikad,Betakaroten/β-Karoten,Vegetabiliska produkter och mjölkersättning,0.0,µg
6812,Havregurt smaksatt berikad,Avfall (skal etc.),Vegetabiliska produkter och mjölkersättning,0.0,%
6812,Havregurt smaksatt berikad,Aska,Vegetabiliska produkter och mjölkersättning,0.4,g
6812,Havregurt smaksatt berikad,Alkohol,Vegetabiliska produkter och mjölkersättning,0.0,g
6813,"Havredryck fett 3,0% berikad","Zink, Zn",Vegetabiliska produkter och mjölkersättning,0.1,mg
6813,"Havredryck fett 3,0% berikad",Vitamin E,Vegetabiliska produkter och mjölkersättning,0.6,mg
6813,"Havredryck fett 3,0% berikad",Vitamin D,Vegetabiliska produkter och mjölkersättning,1.1,µg
6813,"Havredryck fett 3,0% berikad",Vitamin C,Vegetabiliska produkter och mjölkersättning,0.0,mg
6813,"Havredryck fett 3,0% berikad",Vitamin B6,Vegetabiliska produkter och mjölkersättning,0.01,mg
6813,"Havredryck fett 3,0% berikad",Vitamin B12,Vegetabiliska produkter och mjölkersättning,0.38,µg
6813,"Havredryck fett 3,0% berikad",Vitamin A,Vegetabiliska produkter och mjölkersättning,0.0,RE/µg
6813,"Havredryck fett 3,0% berikad",Vatten,Vegetabiliska produkter och mjölkersättning,87.8,g
6813,"Havredryck fett 3,0% berikad",Tiamin,Vegetabiliska produkter och mjölkersättning,0.02,mg
6813,"Havredryck fett 3,0% berikad",Tillsatt socker,Vegetabiliska produkter och mjölkersättning,0.0,g
6813,"Havredryck fett 3,0% berikad",Fritt socker,Vegetabiliska produkter och mjölkersättning,0.0,g
6813,"Havredryck fett 3,0% berikad","Selen, Se",Vegetabiliska produkter och mjölkersättning,0.0,µg
6813,"Havredryck fett 3,0% berikad",Sackaros,Vegetabiliska produkter och mjölkersättning,0.1,g
6813,"Havredryck fett 3,0% berikad",Riboflavin,Vegetabiliska produkter och mjölkersättning,0.25,mg
6813,"Havredryck fett 3,0% berikad",Retinol,Vegetabiliska produkter och mjölkersättning,0.0,µg
6813,"Havredryck fett 3,0% berikad",Protein,Vegetabiliska produkter och mjölkersättning,1.0,g
6813,"Havredryck fett 3,0% berikad",Summa fleromättade fettsyror,Vegetabiliska produkter och mjölkersättning,0.8,g
6813,"Havredryck fett 3,0% berikad","Fosfor, P",Vegetabiliska produkter och mjölkersättning,110.0,mg
6813,"Havredryck fett 3,0% berikad",Niacinekvivalenter,Vegetabiliska produkter och mjölkersättning,0.2,NE/mg
6813,"Havredryck fett 3,0% berikad",Niacin,Vegetabiliska produkter och mjölkersättning,0.08,mg
6813,"Havredryck fett 3,0% berikad","Salt, NaCl",Vegetabiliska produkter och mjölkersättning,0.1,g
6813,"Havredryck fett 3,0% berikad","Natrium, Na",Vegetabiliska produkter och mjölkersättning,42.0,mg
6813,"Havredryck fett 3,0% berikad",Monosackarider,Vegetabiliska produkter och mjölkersättning,0.0,g
6813,"Havredryck fett 3,0% berikad","Sockerarter, totalt",Vegetabiliska produkter och mjölkersättning,2.9,g
6813,"Havredryck fett 3,0% berikad",Summa enkelomättade fettsyror,Vegetabiliska produkter och mjölkersättning,1.8,g
6813,"Havredryck fett 3,0% berikad","Magnesium, Mg",Vegetabiliska produkter och mjölkersättning,0.0,mg
6813,"Havredryck fett 3,0% berikad",Summa mättade fettsyror,Vegetabiliska produkter och mjölkersättning,0.2,g
6813,"Havredryck fett 3,0% berikad","Kolhydrater, tillgängliga",Vegetabiliska produkter och mjölkersättning,6.6,g
6813,"Havredryck fett 3,0% berikad",Kolesterol,Vegetabiliska produkter och mjölkersättning,0.0,mg
6813,"Havredryck fett 3,0% berikad","Kalium, K",Vegetabiliska produkter och mjölkersättning,220.0,mg
6813,"Havredryck fett 3,0% berikad","Jod, I",Vegetabiliska produkter och mjölkersättning,22.5,µg
6813,"Havredryck fett 3,0% berikad",Fullkorn totalt,Vegetabiliska produkter och mjölkersättning,0.0,g
6813,"Havredryck fett 3,0% berikad","Folat, totalt",Vegetabiliska produkter och mjölkersättning,0.0,µg
6813,"Havredryck fett 3,0% berikad",Fibrer,Vegetabiliska produkter och mjölkersättning,0.8,g
6813,"Havredryck fett 3,0% berikad","Fett, totalt",Vegetabiliska produkter och mjölkersättning,3.0,g
6813,"Havredryck fett 3,0% berikad","Järn, Fe",Vegetabiliska produkter och mjölkersättning,0.0,mg
6813,"Havredryck fett 3,0% berikad",Energi (kJ),Vegetabiliska produkter och mjölkersättning,248.0,kJ
6813,"Havredryck fett 3,0% berikad",Energi (kcal),Vegetabiliska produkter och mjölkersättning,60.0,kcal
6813,"Havredryck fett 3,0% berikad",Disackarider,Vegetabiliska produkter och mjölkersättning,2.9,g
6813,"Havredryck fett 3,0% berikad","Kalcium, Ca",Vegetabiliska produkter och mjölkersättning,120.0,mg
6813,"Havredryck fett 3,0% berikad",Fettsyra 4:0-10:0,Vegetabiliska produkter och mjölkersättning,0.0,g
6813,"Havredryck fett 3,0% berikad",DHA (C22:6),Vegetabiliska produkter och mjölkersättning,0.0,g
6813,"Havredryck fett 3,0% berikad",DPA (C22:5),Vegetabiliska produkter och mjölkersättning,0.0,g
6813,"Havredryck fett 3,0% berikad",EPA (C20:5),Vegetabiliska produkter och mjölkersättning,0.0,g
6813,"Havredryck fett 3,0% berikad",Arakidonsyra C20:4,Vegetabiliska produkter och mjölkersättning,0.0,g
6813,"Havredryck fett 3,0% berikad",Arakidinsyra C20:0,Vegetabiliska produkter och mjölkersättning,0.0,g
6813,"Havredryck fett 3,0% berikad",Linolensyra C18:3,Vegetabiliska produkter och mjölkersättning,0.2,g
6813,"Havredryck fett 3,0% berikad",Linolsyra C18:2,Vegetabiliska produkter och mjölkersättning,0.7,g
6813,"Havredryck fett 3,0% berikad",Oljesyra C18:1,Vegetabiliska produkter och mjölkersättning,1.7,g
6813,"Havredryck fett 3,0% berikad",Stearinsyra C18:0,Vegetabiliska produkter och mjölkersättning,0.0,g
6813,"Havredryck fett 3,0% berikad",Palmitoljesyra C16:1,Vegetabiliska produkter och mjölkersättning,0.0,g
6813,"Havredryck fett 3,0% berikad",Palmitinsyra C16:0,Vegetabiliska produkter och mjölkersättning,0.2,g
6813,"Havredryck fett 3,0% berikad",Myristinsyra C14:0,Vegetabiliska produkter och mjölkersättning,0.0,g
6813,"Havredryck fett 3,0% berikad",Laurinsyra C12:0,Vegetabiliska produkter och mjölkersättning,0.0,g
